pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
452,Drapion,4,Normal,Ogre Scorp Pokémon,2,Poison,Dark,1.3,61.5,3,Battle Armor,Sniper,Keen Eye,70,90,110,60,75,95,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
453,Croagunk,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,0.7,23.0,3,Anticipation,Dry Skin,Poison Touch,48,61,40,61,40,50,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
454,Toxicroak,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,1.3,44.4,3,Anticipation,Dry Skin,Poison Touch,83,106,65,86,65,85,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
455,Carnivine,4,Normal,Bug Catcher Pokémon,1,Grass,Does not have,1.4,27.0,1,Levitate,Does not have,Does not have,74,100,72,90,72,46,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
456,Finneon,4,Normal,Wing Fish Pokémon,1,Water,Does not have,0.4,7.0,3,Swift Swim,Storm Drain,Water Veil,49,49,56,49,61,66,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
457,Lumineon,4,Normal,Neon Pokémon,1,Water,Does not have,1.2,24.0,3,Swift Swim,Storm Drain,Water Veil,69,69,76,69,86,91,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
458,Mantyke,4,Normal,Kite Pokémon,2,Water,Flying,1.0,65.0,3,Swift Swim,Water Absorb,Water Veil,45,20,50,60,120,50,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
459,Snover,4,Normal,Frost Tree Pokémon,2,Grass,Ice,1.0,50.5,2,Snow Warning,Does not have,Soundproof,60,62,50,62,60,40,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
460,Abomasnow,4,Normal,Frost Tree Pokémon,2,Grass,Ice,2.2,135.5,2,Snow Warning,Does not have,Soundproof,90,92,75,92,85,60,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
461,Weavile,4,Normal,Sharp Claw Pokémon,2,Dark,Ice,1.1,34.0,2,Pressure,Does not have,Pickpocket,70,120,65,45,85,125,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
462,Magnezone,4,Normal,Magnet Area Pokémon,2,Electric,Steel,1.2,180.0,3,Magnet Pull,Sturdy,Analytic,70,70,115,130,90,60,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
463,Lickilicky,4,Normal,Licking Pokémon,1,Normal,Does not have,1.7,140.0,3,Own Tempo,Oblivious,Cloud Nine,110,85,95,80,95,50,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
464,Rhyperior,4,Normal,Drill Pokémon,2,Ground,Rock,2.4,282.8,3,Lightning Rod,Solid Rock,Reckless,115,140,130,55,55,40,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
465,Tangrowth,4,Normal,Vine Pokémon,1,Grass,Does not have,2.0,128.6,3,Chlorophyll,Leaf Guard,Regenerator,100,100,125,110,50,50,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
466,Electivire,4,Normal,Thunderbolt Pokémon,1,Electric,Does not have,1.8,138.6,2,Motor Drive,Does not have,Vital Spirit,75,123,67,95,85,95,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
467,Magmortar,4,Normal,Blast Pokémon,1,Fire,Does not have,1.6,68.0,2,Flame Body,Does not have,Vital Spirit,75,95,67,125,95,83,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
468,Togekiss,4,Normal,Jubilee Pokémon,2,Fairy,Flying,1.5,38.0,3,Hustle,Serene Grace,Super Luck,85,50,95,120,115,80,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
469,Yanmega,4,Normal,Ogre Darner Pokémon,2,Bug,Flying,1.9,51.5,3,Speed Boost,Tinted Lens,Frisk,86,76,86,116,56,95,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
470,Leafeon,4,Normal,Verdant Pokémon,1,Grass,Does not have,1.0,25.5,2,Leaf Guard,Does not have,Chlorophyll,65,110,130,60,65,95,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
471,Glaceon,4,Normal,Fresh Snow Pokémon,1,Ice,Does not have,0.8,25.9,2,Snow Cloak,Does not have,Ice Body,65,60,110,130,95,65,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
472,Gliscor,4,Normal,Fang Scorp Pokémon,2,Ground,Flying,2.0,42.5,3,Hyper Cutter,Sand Veil,Poison Heal,75,95,125,45,75,95,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
473,Mamoswine,4,Normal,Twin Tusk Pokémon,2,Ice,Ground,2.5,291.0,3,Oblivious,Snow Cloak,Thick Fat,110,130,80,70,60,80,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
474,Porygon-Z,4,Normal,Virtual Pokémon,1,Normal,Does not have,0.9,34.0,3,Adaptability,Download,Analytic,85,80,70,135,75,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
475,Gallade,4,Normal,Blade Pokémon,2,Psychic,Fighting,1.6,52.0,2,Steadfast,Does not have,Justified,68,125,65,65,115,80,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
476,Probopass,4,Normal,Compass Pokémon,2,Rock,Steel,1.4,340.0,3,Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
477,Dusknoir,4,Normal,Gripper Pokémon,1,Ghost,Does not have,2.2,106.6,2,Pressure,Does not have,Frisk,45,100,135,65,135,45,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
478,Froslass,4,Normal,Snow Land Pokémon,2,Ice,Ghost,1.3,26.6,2,Snow Cloak,Does not have,Cursed Body,70,80,70,80,70,110,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0
479,Rotom,4,Normal,Plasma Pokémon,2,Electric,Ghost,0.3,0.3,1,Levitate,Does not have,Does not have,50,50,77,95,77,91,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
479,Heat Rotom,4,Normal,Plasma Pokémon,2,Electric,Fire,0.3,0.3,1,Levitate,Does not have,Does not have,50,65,107,105,107,86,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
479,Wash Rotom,4,Normal,Plasma Pokémon,2,Electric,Water,0.3,0.3,1,Levitate,Does not have,Does not have,50,65,107,105,107,86,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
479,Frost Rotom,4,Normal,Plasma Pokémon,2,Electric,Ice,0.3,0.3,1,Levitate,Does not have,Does not have,50,65,107,105,107,86,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,0.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
479,Fan Rotom,4,Normal,Plasma Pokémon,2,Electric,Flying,0.3,0.3,1,Levitate,Does not have,Does not have,50,65,107,105,107,86,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
479,Mow Rotom,4,Normal,Plasma Pokémon,2,Electric,Grass,0.3,0.3,1,Levitate,Does not have,Does not have,50,65,107,105,107,86,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
495,Snivy,5,Normal,Grass Snake Pokémon,1,Grass,Does not have,0.6,8.1,2,Overgrow,Does not have,Contrary,45,45,55,45,55,63,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
496,Servine,5,Normal,Grass Snake Pokémon,1,Grass,Does not have,0.8,16.0,2,Overgrow,Does not have,Contrary,60,60,75,60,75,83,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
497,Serperior,5,Normal,Regal Pokémon,1,Grass,Does not have,3.3,63.0,2,Overgrow,Does not have,Contrary,75,75,95,75,95,113,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
498,Tepig,5,Normal,Fire Pig Pokémon,1,Fire,Does not have,0.5,9.9,2,Blaze,Does not have,Thick Fat,65,63,45,45,45,45,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
499,Pignite,5,Normal,Fire Pig Pokémon,2,Fire,Fighting,1.0,55.5,2,Blaze,Does not have,Thick Fat,90,93,55,70,55,55,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
500,Emboar,5,Normal,Mega Fire Pig Pokémon,2,Fire,Fighting,1.6,150.0,2,Blaze,Does not have,Reckless,110,123,65,100,65,65,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
501,Oshawott,5,Normal,Sea Otter Pokémon,1,Water,Does not have,0.5,5.9,2,Torrent,Does not have,Shell Armor,55,55,45,63,45,45,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
502,Dewott,5,Normal,Discipline Pokémon,1,Water,Does not have,0.8,24.5,2,Torrent,Does not have,Shell Armor,75,75,60,83,60,60,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
503,Samurott,5,Normal,Formidable Pokémon,1,Water,Does not have,1.5,94.6,2,Torrent,Does not have,Shell Armor,95,100,85,108,70,70,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
504,Patrat,5,Normal,Scout Pokémon,1,Normal,Does not have,0.5,11.6,3,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
505,Watchog,5,Normal,Lookout Pokémon,1,Normal,Does not have,1.1,27.0,3,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
506,Lillipup,5,Normal,Puppy Pokémon,1,Normal,Does not have,0.4,4.1,3,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
507,Herdier,5,Normal,Loyal Dog Pokémon,1,Normal,Does not have,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
508,Stoutland,5,Normal,Big-Hearted Pokémon,1,Normal,Does not have,1.2,61.0,3,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
509,Purrloin,5,Normal,Devious Pokémon,1,Dark,Does not have,0.4,10.1,3,Limber,Unburden,Prankster,41,50,37,50,37,66,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
510,Liepard,5,Normal,Cruel Pokémon,1,Dark,Does not have,1.1,37.5,3,Limber,Unburden,Prankster,64,88,50,88,50,106,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
511,Pansage,5,Normal,Grass Monkey Pokémon,1,Grass,Does not have,0.6,10.5,2,Gluttony,Does not have,Overgrow,50,53,48,53,48,64,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
512,Simisage,5,Normal,Thorn Monkey Pokémon,1,Grass,Does not have,1.1,30.5,2,Gluttony,Does not have,Overgrow,75,98,63,98,63,101,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
513,Pansear,5,Normal,High Temp Pokémon,1,Fire,Does not have,0.6,11.0,2,Gluttony,Does not have,Blaze,50,53,48,53,48,64,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
514,Simisear,5,Normal,Ember Pokémon,1,Fire,Does not have,1.0,28.0,2,Gluttony,Does not have,Blaze,75,98,63,98,63,101,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
515,Panpour,5,Normal,Spray Pokémon,1,Water,Does not have,0.6,13.5,2,Gluttony,Does not have,Torrent,50,53,48,53,48,64,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
516,Simipour,5,Normal,Geyser Pokémon,1,Water,Does not have,1.0,29.0,2,Gluttony,Does not have,Torrent,75,98,63,98,63,101,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
517,Munna,5,Normal,Dream Eater Pokémon,1,Psychic,Does not have,0.6,23.3,3,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
518,Musharna,5,Normal,Drowsing Pokémon,1,Psychic,Does not have,1.1,60.5,3,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
519,Pidove,5,Normal,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
520,Tranquill,5,Normal,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15.0,3,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
521,Unfezant,5,Normal,Proud Pokémon,2,Normal,Flying,1.2,29.0,3,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
522,Blitzle,5,Normal,Electrified Pokémon,1,Electric,Does not have,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
523,Zebstrika,5,Normal,Thunderbolt Pokémon,1,Electric,Does not have,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
524,Roggenrola,5,Normal,Mantle Pokémon,1,Rock,Does not have,0.4,18.0,3,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
525,Boldore,5,Normal,Ore Pokémon,1,Rock,Does not have,0.9,102.0,3,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
526,Gigalith,5,Normal,Compressed Pokémon,1,Rock,Does not have,1.7,260.0,3,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
527,Woobat,5,Normal,Bat Pokémon,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,65,45,43,55,43,72,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
528,Swoobat,5,Normal,Courting Pokémon,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,67,57,55,77,55,114,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
529,Drilbur,5,Normal,Mole Pokémon,1,Ground,Does not have,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
530,Excadrill,5,Normal,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
531,Audino,5,Normal,Hearing Pokémon,1,Normal,Does not have,1.1,31.0,3,Healer,Regenerator,Klutz,103,60,86,60,86,50,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
532,Timburr,5,Normal,Muscular Pokémon,1,Fighting,Does not have,0.6,12.5,3,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
533,Gurdurr,5,Normal,Muscular Pokémon,1,Fighting,Does not have,1.2,40.0,3,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
534,Conkeldurr,5,Normal,Muscular Pokémon,1,Fighting,Does not have,1.4,87.0,3,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
535,Tympole,5,Normal,Tadpole Pokémon,1,Water,Does not have,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
536,Palpitoad,5,Normal,Vibration Pokémon,2,Water,Ground,0.8,17.0,3,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
537,Seismitoad,5,Normal,Vibration Pokémon,2,Water,Ground,1.5,62.0,3,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
538,Throh,5,Normal,Judo Pokémon,1,Fighting,Does not have,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
539,Sawk,5,Normal,Karate Pokémon,1,Fighting,Does not have,1.4,51.0,3,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
540,Sewaddle,5,Normal,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
541,Swadloon,5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
542,Leavanny,5,Normal,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
543,Venipede,5,Normal,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
544,Whirlipede,5,Normal,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
545,Scolipede,5,Normal,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
546,Cottonee,5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
547,Whimsicott,5,Normal,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
548,Petilil,5,Normal,Bulb Pokémon,1,Grass,Does not have,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
549,Lilligant,5,Normal,Flowering Pokémon,1,Grass,Does not have,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
550,Basculin Red-Striped Form,5,Normal,Hostile Pokémon,1,Water,Does not have,1.0,18.0,3,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
550,Basculin Blue-Striped Form,5,Normal,Hostile Pokémon,1,Water,Does not have,1.0,18.0,3,Rock Head,Adaptability,Mold Breaker,70,92,65,80,55,98,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
551,Sandile,5,Normal,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
552,Krokorok,5,Normal,Desert Croc Pokémon,2,Ground,Dark,1.0,33.4,3,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
553,Krookodile,5,Normal,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
